Date,Open*,High,Low,Close**,Volume,Market Cap
23-Jul-19,95.41,95.48,89.44,90.62,"2,700,924,026","5,690,513,769"
22-Jul-19,99.56,100.25,92.3,95.42,"2,693,989,249","5,990,269,582"
21-Jul-19,100.51,101.47,96.95,99.63,"2,829,054,215","6,253,213,998"
20-Jul-19,98.46,104.61,97.71,100.61,"3,771,308,934","6,313,476,233"
19-Jul-19,101.08,101.18,95.72,98.4,"3,983,990,085","6,173,653,347"
18-Jul-19,89.69,103.15,87.45,101.09,"4,890,332,056","6,340,559,063"
17-Jul-19,79.41,93.05,77.5,89.81,"4,616,360,556","5,632,042,532"
16-Jul-19,90.9,92.06,77.5,79.5,"3,703,346,636","4,984,318,767"
15-Jul-19,89.86,92.63,85.68,90.92,"3,570,361,793","5,699,307,530"
14-Jul-19,101.11,101.68,88.81,89.77,"3,717,531,246","5,625,773,339"
13-Jul-19,105.29,105.59,98.01,101.02,"3,353,538,171","6,329,505,235"
12-Jul-19,102.83,106.36,101.21,105.3,"3,611,846,208","6,595,612,500"
11-Jul-19,108.57,108.57,97.28,102.64,"4,633,853,162","6,427,725,958"
10-Jul-19,119.5,120.1,103.82,108.5,"4,699,511,838","6,792,744,022"
9-Jul-19,123.25,124.17,118.23,119.43,"3,785,641,025","7,475,393,728"
8-Jul-19,120.28,125.08,118.6,123.29,"3,803,750,017","7,714,781,783"
7-Jul-19,118.03,120.33,117.64,120.32,"3,348,662,401","7,527,688,155"
6-Jul-19,118.38,121.29,117.33,117.82,"3,484,378,308","7,369,730,846"
5-Jul-19,119.84,120.65,117.15,118.35,"4,110,868,217","7,401,137,488"
4-Jul-19,122.5,126.67,119.05,119.98,"4,564,200,301","7,501,164,315"
3-Jul-19,119.33,123.74,118.37,122.56,"4,529,682,890","7,661,188,686"
2-Jul-19,122.56,123.29,112.65,119.24,"4,761,878,443","7,451,762,463"
1-Jul-19,122.11,126.02,114.22,122.58,"5,034,162,436","7,658,690,466"
30-Jun-19,133.72,136.26,120.44,122.25,"5,525,273,220","7,636,046,758"
29-Jun-19,120.16,135.74,116.22,133.66,"5,745,785,825","8,347,117,542"
28-Jun-19,114.41,122.02,113.47,120.15,"4,683,311,766","7,501,601,230"
27-Jun-19,131.22,132.04,110.67,114.4,"5,588,611,122","7,141,234,400"
26-Jun-19,136.48,138.32,128.94,131.27,"5,565,887,285","8,191,677,323"
25-Jun-19,135.58,138.12,130.89,136.49,"4,411,092,400","8,515,726,713"
24-Jun-19,136.92,138.69,132.83,135.53,"3,907,725,105","8,454,028,780"
23-Jun-19,141.95,142.56,136.32,136.88,"3,998,980,168","8,536,077,179"
22-Jun-19,139.04,146.43,138.48,141.9,"5,488,615,002","8,847,068,564"
